"WELL_ID","AUDIT_NO","TAG","FINAL_STA","DATA_SRC","CONTRACTOR","DATE_RECEIVED","FORMVERSION","COUNTY","MUNIC_CODE","CONREG","CONN","LOT","STREET","CITY","SITE","OWNER","USE_2ND","USE_1ST","selected_flag","data_entry_status","ABANDONMENT_REC"
"1531097","191593",,"1","1","1517",5/17/2000 0:00:00,1,"15","15009","CON"," 05","010","  ",,,,,"1",1,,
"1531098","191598",,"1","1","1517",5/17/2000 0:00:00,1,"15","15011",,,,"  ",,,,,"1",1,,
"1531099","191583",,"1","1","1517",5/29/2000 0:00:00,1,"15","15011",,,"049","  ",,,,,"1",1,,
"1531100","191585",,"1","1","1517",5/29/2000 0:00:00,1,"15","15011",,,,"  ",,,,,"1",1,,
"1531101","191586",,"1","1","1517",5/29/2000 0:00:00,1,"15","15011",,,,"  ",,,,,"1",1,,
"1531102","206807",,"1","1","6006",5/4/2000 0:00:00,1,"15","15011",,,"072","  ",,,,,"1",1,,
"1531103","206808",,"1","1","6006",5/4/2000 0:00:00,1,"15","15011",,,"011","  ",,,,,"1",1,,
"1531104","206802",,"1","1","6006",5/4/2000 0:00:00,1,"15","15011","CON"," 02","019","  ",,,,,"1",1,,
"1531105","206803",,"1","1","6006",5/4/2000 0:00:00,1,"15","15011",,,"075","  ",,,,,"1",1,,
"1531106","206801",,"1","1","6006",5/4/2000 0:00:00,1,"15","15009",,,"007","  ",,,,,"1",1,,
"1531107","215451",,"1","1","6455",5/5/2000 0:00:00,1,"15","15005","CON"," 09","007","  ",,,,,"1",1,,
"1531108","204700",,"1","1","6455",5/5/2000 0:00:00,1,"15","15009","CON"," 01","044","  ",,,,,"1",1,,
"1531109","204699",,"1","1","6455",4/5/2000 0:00:00,1,"15","15009","CON"," 01","015","  ",,,,,"1",1,,
"1531110","210781",,"1","1","4879",5/26/2000 0:00:00,1,"15","15006","CON"," 03","021","  ",,,,,"1",1,,
"1531111","210786",,"1","1","4879",5/26/2000 0:00:00,1,"15","15010","CON",,"020","  ",,,,,"1",1,,
"1531112","210785",,"1","1","4879",5/26/2000 0:00:00,1,"15","15010","CON"," 01","001","  ",,,,,"1",1,,
"1531113","208253",,"1","1","3323",5/9/2000 0:00:00,1,"15","15005","CON",,"031","  ",,,,,"1",1,,
"1531114","208557",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 09","021","  ",,,,,"1",1,,
"1531115","208560",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 04","025","  ",,,,,"1",1,,
"1531116","208559",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 04","025","  ",,,,,"1",1,,
"1531117","208561",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 04","025","  ",,,,,"1",1,,
"1531118","208568",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 06","023","  ",,,,,"1",1,,
"1531119","208562",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 04","025","  ",,,,,"1",1,,
"1531120","208563",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 04","025","  ",,,,,"1",1,,
"1531121","208593",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 03","023","  ",,,,,"1",1,,
"1531122","208580",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 08","004","  ",,,,,"1",1,,
"1531123","208597",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 04","025","  ",,,,,"1",1,,
"1531124","208596",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 04","025","  ",,,,,"1",1,,
"1531125","208599",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 03","023","  ",,,,,"1",1,,
"1531126","208575",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 06","007","  ",,,,,"1",1,,
"1531127","208598",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 09","021","  ",,,,,"1",1,,
"1531128","208587",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 04","025","  ",,,,,"1",1,,
"1531129","208585",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 04","025","  ",,,,,"1",1,,
"1531130","208584",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 04","025","  ",,,,,"1",1,,
"1531131","208583",,"1","1","1558",6/20/2000 0:00:00,1,"15","15003","CON"," 04","025","  ",,,,,"1",1,,
"1531132","208554",,"1","1","1558",6/20/2000 0:00:00,1,"15","15005","CON"," 03","006","  ",,,,,"1",1,,
"1531133","208564",,"2","1","1558",6/20/2000 0:00:00,1,"15","15005","CON"," 03","002","  ",,,,,"4",1,,
"1531134","208591",,"1","1","1558",6/20/2000 0:00:00,1,"15","15005","CON"," 08","017","  ",,,,,"1",1,,
"1531135","208590",,"1","1","1558",6/20/2000 0:00:00,1,"15","15005","CON"," 08","017","  ",,,,,"1",1,,
"1531136","208588",,"1","1","1558",6/20/2000 0:00:00,1,"15","15005","CON"," 08","017","  ",,,,,"1",1,,
"1531137","208586",,"1","1","1558",6/20/2000 0:00:00,1,"15","15005","CON"," 08","017","  ",,,,,"1",1,,
"1531138","208576",,"1","1","1558",6/20/2000 0:00:00,1,"15","15005","CON"," 03","002","  ",,,,,"1",1,,
"1531139","208558",,"1","1","1558",6/20/2000 0:00:00,1,"15","15004","CON","A","001","  ",,,,,"1",1,,
"1531140","208552",,"1","1","1558",6/20/2000 0:00:00,1,"15","15009","CON"," 05","013","  ",,,,,"1",1,,
"1531141","208566",,"1","1","1558",6/20/2000 0:00:00,1,"15","15009","CON"," 08","005","  ",,,,,"1",1,,
"1531142","208565",,"1","1","1558",6/20/2000 0:00:00,1,"15","15009","CON"," 04","004","  ",,,,,"1",1,,
"1531143","208574",,"1","1","1558",6/20/2000 0:00:00,1,"15","15009","CON"," 03","002","  ",,,,,"1",1,,
"1531144","208573",,"1","1","1558",6/20/2000 0:00:00,1,"15","15009","CON"," 04","002","  ",,,,,"1",1,,
"1531145","208572",,"1","1","1558",6/20/2000 0:00:00,1,"15","15009","CON"," 04","002","  ",,,,,"1",1,,
"1531146","208571",,"1","1","1558",6/20/2000 0:00:00,1,"15","15009","CON"," 04","004","  ",,,,,"1",1,,
"1531147","208569",,"1","1","1558",6/20/2000 0:00:00,1,"15","15009","CON"," 04","005","  ",,,,,"1",1,,
"1531148","208595",,,"1","1558",6/20/2000 0:00:00,1,"15","15010","CON"," 04","013","  ",,,,,,1,,
"1531149","208594",,,"1","1558",6/20/2000 0:00:00,1,"15","15010","CON"," 04","013","  ",,,,,,1,,
"1531150","208577",,"1","1","1558",6/20/2000 0:00:00,1,"15","15010","CON"," 07","001","  ",,,,,"1",1,,
"1531151","208578",,"1","1","1558",6/20/2000 0:00:00,1,"15","15010","CON"," 07","001","  ",,,,,"1",1,,
"1531152","208589",,"1","1","1558",6/20/2000 0:00:00,1,"15","15010","CON"," 06","009","  ",,,,,"1",1,,
"1531153","208822",,"1","1","4875",6/1/2000 0:00:00,1,"15","15001","CON"," 05","016","  ",,,,"2","1",1,,
"1531154","216950",,"1","1","1119",6/14/2000 0:00:00,1,"15","15003","CON"," 04","024","  ",,,,,"1",1,,
"1531155","216955",,"1","1","1119",6/14/2000 0:00:00,1,"15","15003","CON"," 01","025","  ",,,,,"1",1,,
"1531156","216962",,"1","1","1119",6/14/2000 0:00:00,1,"15","15005","CON"," 11","007","  ",,,,,"1",1,,
"1531157","216967",,"3","1","1119",6/14/2000 0:00:00,1,"15","15008","RF"," 01","035","  ",,,,,"9",1,,
"1531158","216966",,"3","1","1119",6/14/2000 0:00:00,1,"15","15008","RF"," 01","035","  ",,,,,"9",1,,
"1531159","216970",,"3","1","1119",6/14/2000 0:00:00,1,"15","15008","RF"," 01","035","  ",,,,,"9",1,,
"1531160","216968",,"1","1","1119",6/14/2000 0:00:00,1,"15","15008","RF"," 01","035","  ",,,,,"9",1,,
"1531161","216972",,"3","1","1119",6/14/2000 0:00:00,1,"15","15008","RF"," 01","035","  ",,,,,"9",1,,
"1531162","216948",,"1","1","1119",6/14/2000 0:00:00,1,"15","15009","CON"," 05","004","  ",,,,,"1",1,,
"1531163","216959",,"1","1","1119",6/14/2000 0:00:00,1,"15","15009","CON"," 04","006","  ",,,,,"1",1,,
"1531164","216991",,"1","1","1119",6/16/2000 0:00:00,1,"15","15009","CON"," 01","027","  ",,,,,"1",1,,
"1531165","216964",,"1","1","1119",6/16/2000 0:00:00,1,"15","15009","CON"," 04","001","  ",,,,,"1",1,,
"1531166","216990",,"1","1","1119",6/16/2000 0:00:00,1,"15","15009","CON"," 05","004","  ",,,,,"1",1,,
"1531167","216989",,"1","1","1119",6/16/2000 0:00:00,1,"15","15009","CON"," 04","001","  ",,,,,"1",1,,
"1531168","216951",,"1","1","1119",6/14/2000 0:00:00,1,"15","15011","CON"," 01","024","  ",,,,,"1",1,,
"1531169","216949",,"1","1","1119",6/14/2000 0:00:00,1,"15","15011","CON"," 01","024","  ",,,,,"1",1,,
"1531170","217147",,"A","1","1414",6/1/2000 0:00:00,1,"15","15006","CON"," 04","008","  ",,,,,"3",1,,
"1531171","220204",,"1","1","1517",6/27/2000 0:00:00,1,"15","15011","CON"," 06","019","  ",,,,,"1",1,,
"1531172","215740",,"1","1","1517",6/27/2000 0:00:00,1,"15","15011","CON"," 05","023","  ",,,,,"1",1,,
"1531173","206810",,"1","1","6006",6/12/2000 0:00:00,1,"15","15011",,,"008","  ",,,,,"1",1,,
"1531174","206813",,"A","1","6006",6/12/2000 0:00:00,1,"15","15011","CON"," 06","023","  ",,,,,"9",1,,
"1531175","206815",,"1","1","6006",6/12/2000 0:00:00,1,"15","15006","CON",,"008","  ",,,,,"1",1,,
"1531176","206814",,"1","1","6006",6/12/2000 0:00:00,1,"15","15006","CON",,"011","  ",,,,,"1",1,,
"1531177","206816",,"1","1","6006",6/12/2000 0:00:00,1,"15","15008","RF","A","196","  ",,,,,"1",1,,
"1531178","215457",,"1","1","6455",6/22/2000 0:00:00,1,"15","15009","CON"," 02","042","  ",,,,,"1",1,,
"1531179","215455",,"1","1","6455",6/22/2000 0:00:00,1,"15","15009","CON"," 05","008","  ",,,,,"1",1,,
"1531180","215454",,"1","1","6455",6/22/2000 0:00:00,1,"15","15009","CON"," 05","008","  ",,,,,"1",1,,
"1531181","215453",,"1","1","6455",6/22/2000 0:00:00,1,"15","15009","CON"," 05","008","  ",,,,,"1",1,,
"1531182","215456",,"1","1","6455",6/22/2000 0:00:00,1,"15","15009","CON"," 05","008","  ",,,,,"1",1,,
"1531183","212645",,"3","1","4609",6/27/2000 0:00:00,1,"15","15011","CON"," 01","014","  ",,,,,"9",1,,
"1531184","212642",,"2","1","4609",6/27/2000 0:00:00,1,"15","15011","CON"," 01","014","  ",,,,,"9",1,,
"1531185","212637",,"2","1","4609",6/27/2000 0:00:00,1,"15","15011","CON"," 01","014","  ",,,,,"9",1,,
"1531186","212646",,"3","1","4609",6/27/2000 0:00:00,1,"15","15011","CON"," 01","013","  ",,,,,"9",1,,
"1531187","212644",,"3","1","4609",6/27/2000 0:00:00,1,"15","15011","CON"," 01","014","  ",,,,,"9",1,,
"1531188","208261",,"1","1","3323",6/7/2000 0:00:00,1,"15","15001","CON"," 09","020","  ",,,,,"1",1,,
"1531189","208257",,"1","1","3323",6/7/2000 0:00:00,1,"15","15010","CON"," 02","005","  ",,,,,"1",1,,
"1531190","208256",,"1","1","3323",6/22/2000 0:00:00,1,"15","15010","CON"," 03","025","  ",,,,,"1",1,,
"1531191","210727",,"1","1","2558",6/15/2000 0:00:00,1,"15","15003","CON",,"040","  ",,,,,"1",1,,
"1531192","208609",,"1","1","1558",7/17/2000 0:00:00,1,"15","15003","CON"," 09","023","  ",,,,,"1",1,,
"1531193","208618",,"1","1","1558",7/17/2000 0:00:00,1,"15","15003","CON"," 09","021","  ",,,,,"1",1,,
"1531194","208617",,"1","1","1558",7/17/2000 0:00:00,1,"15","15003","CON"," 09","021","  ",,,,,"1",1,,
"1531195","208616",,"1","1","1558",7/17/2000 0:00:00,1,"15","15003","CON"," 09",,"  ",,,,,"1",1,,
"1531196","208604",,"1","1","1558",7/17/2000 0:00:00,1,"15","15003","CON"," 10","009","  ",,,,,"1",1,,
"1531197","208608",,"1","1","1558",7/17/2000 0:00:00,1,"15","15003","CON"," 09","023","  ",,,,,"1",1,,
"1531198","208607",,"1","1","1558",7/17/2000 0:00:00,1,"15","15003","CON"," 04","022","  ",,,,,"1",1,,
"1531199","208606",,"1","1","1558",7/17/2000 0:00:00,1,"15","15003","CON"," 04","022","  ",,,,,"1",1,,
"1531200","208624",,"1","1","1558",7/17/2000 0:00:00,1,"15","15003","CON"," 09","024","  ",,,,,"1",1,,
"1531201","208625",,"1","1","1558",7/17/2000 0:00:00,1,"15","15003","CON"," 09","021","  ",,,,,"1",1,,
"1531202","208626",,"1","1","1558",7/17/2000 0:00:00,1,"15","15003","CON"," 09","021","  ",,,,,"1",1,,
"1531203","208628",,"1","1","1558",7/17/2000 0:00:00,1,"15","15003","CON"," 07","012","  ",,,,,"1",1,,
"1531204","208603",,"1","1","1558",7/17/2000 0:00:00,1,"15","15003","CON"," 04","025","  ",,,,,"1",1,,
"1531205","208602",,"1","1","1558",7/17/2000 0:00:00,1,"15","15003","CON"," 04","025","  ",,,,,"1",1,,
"1531206","208605",,"1","1","1558",7/17/2000 0:00:00,1,"15","15005","CON"," 03","007","  ",,,,,"1",1,,
"1531207","208614",,"1","1","1558",7/17/2000 0:00:00,1,"15","15008","CON"," 05","021","  ",,,,,"1",1,,
"1531208","208601",,"1","1","1558",7/17/2000 0:00:00,1,"15","15008","CON"," 02","012","  ",,,,,"1",1,,
"1531209","208600",,"1","1","1558",7/17/2000 0:00:00,1,"15","15008","CON"," 02","012","  ",,,,,"1",1,,
"1531210","208612",,"1","1","1558",7/17/2000 0:00:00,1,"15","15009","CON"," 03","007","  ",,,,,"1",1,,
"1531211","208611",,"1","1","1558",7/17/2000 0:00:00,1,"15","15009","CON"," 03","007","  ",,,,,"1",1,,
"1531212","208613",,"1","1","1558",7/17/2000 0:00:00,1,"15","15009","CON"," 04","003","  ",,,,,"1",1,,
"1531213","208610",,"1","1","1558",7/17/2000 0:00:00,1,"15","15009","CON"," 03","007","  ",,,,,"1",1,,
"1531214","208615",,"1","1","1558",7/17/2000 0:00:00,1,"15","15002","BF",,"001","  ",,,,,"1",1,,
"1531215","217004",,"1","1","1119",7/21/2000 0:00:00,1,"15","15002","LI",,"003","  ",,,,,"1",1,,
"1531216","217009",,"1","1","1119",7/21/2000 0:00:00,1,"15","15004","CON","A","001","  ",,,,,"1",1,,
"1531217","217008",,"1","1","1119",7/21/2000 0:00:00,1,"15","15004","CON","A","002","  ",,,,,"1",1,,
"1531218","217012",,"1","1","1119",7/21/2000 0:00:00,1,"15","15007","CON"," 03","011","  ",,,,,"1",1,,
"1531219","217007",,"1","1","1119",7/21/2000 0:00:00,1,"15","15009","CON"," 03","004","  ",,,,,"1",1,,
"1531220","217002",,"1","1","1119",7/21/2000 0:00:00,1,"15","15009","CON"," 05","004","  ",,,,,"1",1,,
"1531221","217006",,"1","1","1119",7/21/2000 0:00:00,1,"15","15009","CON"," 05","004","  ",,,,,"1",1,,
"1531222","217005",,"1","1","1119",7/21/2000 0:00:00,1,"15","15009","CON"," 05","004","  ",,,,,"1",1,,
"1531223","216973",,"1","1","1119",7/21/2000 0:00:00,1,"15","15009","CON"," 05","006","  ",,,,,"1",1,,
"1531224","217032",,"1","1","1119",7/21/2000 0:00:00,1,"15","15009","CON"," 02","005","  ",,,,,"1",1,,
"1531225","217031",,"1","1","1119",7/21/2000 0:00:00,1,"15","15009","CON"," 03","004","  ",,,,,"1",1,,
"1531226","217030",,"1","1","1119",7/21/2000 0:00:00,1,"15","15009","CON"," 03","004","  ",,,,,"1",1,,
"1531227","217003",,"1","1","1119",7/21/2000 0:00:00,1,"15","15009","CON"," 04","002","  ",,,,,"1",1,,
"1531228","217058",,"1","1","1119",7/21/2000 0:00:00,1,"15","15009","CON"," 02","007","  ",,,,,"1",1,,
"1531229","217029",,"1","1","1119",7/21/2000 0:00:00,1,"15","15009","CON"," 04","001","  ",,,,,"1",1,,
"1531230","217154",,"1","1","1414",7/4/2000 0:00:00,1,"15","15011","CON"," 02","011","  ",,,,,"1",1,,
"1531231","209990",,"1","1","1414",7/25/2000 0:00:00,1,"15","15011",,,"068","  ",,,,,"1",1,,
"1531232","221157",,"1","1","3323",7/24/2000 0:00:00,1,"15","15001","CON",,"055","  ",,,,,"1",1,,
"1531233","221153",,"1","1","3323",7/24/2000 0:00:00,1,"15","15001","CON"," 12","008","  ",,,,,"1",1,,
"1531234","221154",,"1","1","3323",7/24/2000 0:00:00,1,"15","15001","CON"," 12","005","  ",,,,,"1",1,,
"1531235","221156",,"1","1","3323",7/24/2000 0:00:00,1,"15","15005","CON"," 09","021","  ",,,,,"1",1,,
"1531236","208270",,"1","1","3323",7/21/2000 0:00:00,1,"15","15005","CON"," 11","020","  ",,,,,"1",1,,
"1531237","221150",,"1","1","3323",7/21/2000 0:00:00,1,"15","15005","CON"," 01","007","  ",,,,,"1",1,,
"1531238","221151",,"1","1","3323",7/21/2000 0:00:00,1,"15","15006","CON"," 01","004","  ",,,,,"1",1,,
"1531239","221152",,"1","1","3323",7/21/2000 0:00:00,1,"15","15006","CON"," 01","013","  ",,,,,"1",1,,
"1531240","208269",,"1","1","3323",7/21/2000 0:00:00,1,"15","15010","CON"," 01","017","  ",,,,,"1",1,,
"1531241","218360",,"1","1","4879",7/19/2000 0:00:00,1,"15","15001","CON"," 11","D","  ",,,,,"1",1,,
"1531242","218362",,"1","1","4879",7/10/2000 0:00:00,1,"15","15001","CON"," 11","D","  ",,,,,"1",1,,
"1531243","218358",,"1","1","4879",7/10/2000 0:00:00,1,"15","15010","CON"," 05","010","  ",,,,,"1",1,,
"1531244","218364",,"1","1","4879",7/19/2000 0:00:00,1,"15","15010","CON"," 04","022","  ",,,,,"1",1,,
"1531245","208827",,"1","1","4875",7/14/2000 0:00:00,1,"15","15010","CON"," 05","014","  ",,,,,"1",1,,
"1531246","210393",,"1","1","4877",7/28/2000 0:00:00,1,"15","15005","CON"," 07","017","  ",,,,,"5",1,,
"1531247","206824",,"1","1","6006",7/7/2000 0:00:00,1,"15","15011","CON"," 03","016","  ",,,,,"1",1,,
"1531248","206822",,"1","1","6006",7/7/2000 0:00:00,1,"15","15011","CON"," 01","012","  ",,,,,"1",1,,
"1531249","206817",,"1","1","6006",7/7/2000 0:00:00,1,"15","15011",,,"075","  ",,,,,"1",1,,
"1531250","206818",,"1","1","6006",7/7/2000 0:00:00,1,"15","15011","CON"," 01","020","  ",,,,,"1",1,,
"1531251","206819",,"1","1","6006",7/7/2000 0:00:00,1,"15","15011",,,"093","  ",,,,,"1",1,,
"1531252","183814",,"1","1","7024",7/21/2000 0:00:00,1,"15","15005","CON"," 08","018","  ",,,,,"1",1,,
"1531253","218367",,"1","1","4879",8/18/2000 0:00:00,1,"15","15010","CON"," 03",,"  ",,,,,"1",1,,
"1531254","218372",,"1","1","4879",8/18/2000 0:00:00,1,"15","15010","CON"," 09","064","  ",,,,,"1",1,,
"1531255","208828",,"1","1","4875",8/4/2000 0:00:00,1,"15","15010","CON"," 02","013","  ",,,,,"1",1,,
"1531256","208829",,"1","1","4875",8/4/2000 0:00:00,1,"15","15010","CON"," 05","013","  ",,,,,"1",1,,
"1531257","221158",,"1","1","3323",8/17/2000 0:00:00,1,"15","15001","CON"," 10","023","  ",,,,,"1",1,,
"1531258","221159",,"1","1","3323",8/17/2000 0:00:00,1,"15","15001","CON"," 10","023","  ",,,,,"1",1,,
"1531259","221161",,"1","1","3323",8/17/2000 0:00:00,1,"15","15005","CON",,"016","  ",,,,,"1",1,,
"1531260","221160",,"1","1","3323",8/17/2000 0:00:00,1,"15","15005","CON"," 04","014","  ",,,,,"1",1,,
"1531261","221162",,"1","1","3323",8/11/2000 0:00:00,1,"15","15006","CON",,"015","  ",,,,,"1",1,,
"1531262","212654",,"1","1","4609",8/15/2000 0:00:00,1,"15","15009","CON"," 06","001","  ",,,,,"1",1,,
"1531263","206828",,"1","1","6006",8/8/2000 0:00:00,1,"15","15011","CON"," 02","003","  ",,,,,"1",1,,
"1531264","206827",,"1","1","6006",8/8/2000 0:00:00,1,"15","15011","CON"," 01","008","  ",,,,,"1",1,,
"1531265","206826",,"1","1","6006",8/8/2000 0:00:00,1,"15","15011",,,"052","  ",,,,,"1",1,,
"1531266","206825",,"1","1","6006",8/8/2000 0:00:00,1,"15","15011","CON"," 07","D","  ",,,,,"1",1,,
"1531267","221321",,"1","1","6006",8/8/2000 0:00:00,1,"15","15011","CON"," 02","017","  ",,,,,"1",1,,
"1531268","206830",,"1","1","6006",8/8/2000 0:00:00,1,"15","15011",,,"069","  ",,,,,"1",1,,
"1531269","206829",,"1","1","6006",8/8/2000 0:00:00,1,"15","15011","CON"," 01","003","  ",,,,,"1",1,,
"1531270","221325",,"1","1","6006",8/8/2000 0:00:00,1,"15","15011",,,"003","  ",,,,,"1",1,,
"1531271","221330",,"1","1","6006",8/8/2000 0:00:00,1,"15","15011","CON"," 02","009","  ",,,,,"1",1,,
"1531272","217020",,"1","1","1119",8/18/2000 0:00:00,1,"15","15002","RF"," 06","022","  ",,,,,"1",1,,
"1531273","217014",,"1","1","1119",8/1/2000 0:00:00,1,"15","15003","CON"," 07","024","  ",,,,,"1",1,,
"1531274","217022",,"1","1","1119",8/17/2000 0:00:00,1,"15","15004","CON"," 04","040","  ",,,,,"1",1,,
"1531275","217068",,"1","1","1119",8/17/2000 0:00:00,1,"15","15004","CON"," 04","041","  ",,,,,"1",1,,
"1531276","217043",,"1","1","1119",8/18/2000 0:00:00,1,"15","15004","CON"," 03","036","  ",,,,,"1",1,,
"1531277","221691",,"1","1","1119",8/18/2000 0:00:00,1,"15","15004","CON"," 04","004","  ",,,,,"1",1,,
"1531278","217025",,"1","1","1119",8/1/2000 0:00:00,1,"15","15006","CON"," 03","014","  ",,,,,"1",1,,
"1531279","217071",,"1","1","1119",8/1/2000 0:00:00,1,"15","15006","CON"," 02","015","  ",,,,,"1",1,,
"1531280","217021",,"A","1","1119",8/18/2000 0:00:00,1,"15","15006","CON",,"071","  ",,,,,"9",1,,
"1531281","221690",,"1","1","1119",8/18/2000 0:00:00,1,"15","15006","CON",,"003","  ",,,,,"6",1,,
"1531282","217056",,"1","1","1119",8/18/2000 0:00:00,1,"15","15009","CON"," 08","009","  ",,,,,"1",1,,
"1531283","217061",,"1","1","1119",8/18/2000 0:00:00,1,"15","15009","CON"," 04","005","  ",,,,,"5",1,,
"1531284","217042",,"1","1","1119",8/18/2000 0:00:00,1,"15","15009",,,"P","  ",,,,,"1",1,,
"1531285","217036",,"1","1","1119",8/1/2000 0:00:00,1,"15","15009","CON"," 04","037","  ",,,,,"1",1,,
"1531286","217051",,"1","1","1119",8/1/2000 0:00:00,1,"15","15009","CON"," 04","002","  ",,,,,"1",1,,
"1531287","217024",,"1","1","1119",8/1/2000 0:00:00,1,"15","15009","CON"," 02","005","  ",,,,,"1",1,,
"1531288","217038",,"1","1","1119",8/1/2000 0:00:00,1,"15","15009","CON"," 05","008","  ",,,,,"1",1,,
"1531289","217047",,"1","1","1119",8/1/2000 0:00:00,1,"15","15009","CON"," 04","010","  ",,,,,"1",1,,
"1531290","217052",,"1","1","1119",8/18/2000 0:00:00,1,"15","15009","LI",,"009","  ",,,,,"1",1,,
"1531291","217041",,"1","1","1119",8/1/2000 0:00:00,1,"15","15011","CON"," 10","019","  ",,,,,"1",1,,
"1531292","217129",,"1","1","1414",8/21/2000 0:00:00,1,"15","15009","CON"," 09","004","  ",,,,,"7",1,,
"1531293","217175",,"1","1","1414",8/1/2000 0:00:00,1,"15","15011",,,"054","  ",,,,,"1",1,,
"1531294","220217",,"1","1","1517",8/17/2000 0:00:00,1,"15","15011",,,,"  ",,,,,"1",1,,
"1531295","220211",,"1","1","1517",8/17/2000 0:00:00,1,"15","15011",,,"054","  ",,,,,"1",1,,
"1531296","220210",,"1","1","1517",8/17/2000 0:00:00,1,"15","15011",,,"051","  ",,,,,"1",1,,
"1531297","220215",,"1","1","1517",8/14/2000 0:00:00,1,"15","15011",,,,"  ",,,,,"1",1,,
"1531298","220213",,"1","1","1517",8/14/2000 0:00:00,1,"15","15011","CON"," 05","014","  ",,,,,"1",1,,
"1531299","220214",,"1","1","1517",8/14/2000 0:00:00,1,"15","15009","CON"," 10","035","  ",,,,,"1",1,,
"1531300","218259",,"1","1","6565",8/24/2000 0:00:00,1,"15","15007","CON"," 02","013","  ",,,,,"1",1,,
"1531301","183815",,"1","1","7024",8/2/2000 0:00:00,1,"15","15010","CON",,"033","  ",,,,,"1",1,,
"1531302","220882",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 10","009","  ",,,,,"1",1,,
"1531303","220861",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 04","014","  ",,,,,"1",1,,
"1531304","220864",,"6","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 03","011","  ",,,,,,1,,
"1531305","220863",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 03","011","  ",,,,,"1",1,,
"1531306","208629",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 03","005","  ",,,,,"1",1,,
"1531307","220887",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 08","022","  ",,,,,"1",1,,
"1531308","220886",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 10","009","  ",,,,,"1",1,,
"1531309","220888",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 04","025","  ",,,,,"1",1,,
"1531310","220920",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 10","018","  ",,,,,"1",1,,
"1531311","220922",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 10","018","  ",,,,,"1",1,,
"1531312","220921",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 10","018","  ",,,,,"1",1,,
"1531313","220923",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 10","018","  ",,,,,"1",1,,
"1531314","220919",,"2","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 10","017","  ",,,,,,1,,
"1531315","220918",,"2","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 10","017","  ",,,,,,1,,
"1531316","220917",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 10","017","  ",,,,,,1,,
"1531317","220916",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 10","017","  ",,,,,,1,,
"1531318","229015",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 10","017","  ",,,,,,1,,
"1531319","220907",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 33","023","  ",,,,,"1",1,,
"1531320","220901",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 09","021","  ",,,,,"1",1,,
"1531321","220892",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 10","009","  ",,,,,"1",1,,
"1531322","220908",,"1","1","1558",9/15/2000 0:00:00,1,"15","15003","CON"," 11","029","  ",,,,,"1",1,,
"1531323","220909",,"1","1","1558",9/15/2000 0:00:00,1,"15","15004","CON"," 02","010","  ",,,,,"1",1,,
"1531324","220885",,"1","1","1558",9/15/2000 0:00:00,1,"15","15005","CON"," 03","009","  ",,,,,"1",1,,
"1531325","220880",,"1","1","1558",9/15/2000 0:00:00,1,"15","15005","CON"," 01","014","  ",,,,,"1",1,,
